report_id,date_time,police_beat,address_number_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,full_address
182852,2018-04-07 17:00:00,628,, ,KETTNER,BOULEVARD, ,SASSAFRAS,STREET,22100A,VC,RIGHT TURNS AT INTERSECTIONS,1,0,,"   KETTNER BOULEVARD San Diego, California"
182915,2018-04-07 17:31:00,311,7700, ,WESTSIDE,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,"7700   WESTSIDE DRIVE San Diego, California"
182859,2018-04-07 19:25:00,436,8000, ,PARADISE VALLEY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"8000   PARADISE VALLEY ROAD San Diego, California"
613,2018-04-07 19:30:00,613,4400, ,MENTONE,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"4400   MENTONE STREET San Diego, California"
182833,2018-04-07 19:47:00,432,200, ,54TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"200   54TH STREET San Diego, California"
182774,2018-04-07 20:00:00,231,12600, ,CREEKVIEW,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"12600   CREEKVIEW DRIVE San Diego, California"
182769,2018-04-07 20:00:00,123,2500, ,EAST MISSION BAY,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,"2500   EAST MISSION BAY DRIVE San Diego, California"
182834,2018-04-07 20:30:00,521,900, ,J,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"900   J STREET San Diego, California"
182849,2018-04-07 20:35:00,437,3400, ,ALTA VIEW,DRIVE, , , ,21703,VC,FOLLOWING TOO CLOSELY,2,0,,"3400   ALTA VIEW DRIVE San Diego, California"
182792,2018-04-07 20:45:00,233,12700, ,BLACK MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,"12700   BLACK MTN ROAD San Diego, California"
182788,2018-04-07 21:29:00,614,2000, ,BACON,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,2,0,,"2000   BACON STREET San Diego, California"
183140,2018-04-07 21:55:00,832,4300, ,UNIVERSITY,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,MISDEMEANOR,"4300   UNIVERSITY AVENUE San Diego, California"
182864,2018-04-07 22:45:00,441,4300, ,BETA,STREET, , , ,22651C,VC,VEHICLE ON HWY STOLEN/EMBEZZLED,0,0,MISDEMEANOR,"4300   BETA STREET San Diego, California"
182881,2018-04-07 23:07:00,722,2000, ,CORONADO,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,"2000   CORONADO AVENUE San Diego, California"
182817,2018-04-08 00:01:00,126,11200, ,NORTH TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"11200   NORTH TORREY PINES ROAD San Diego, California"
182768,2018-04-08 00:01:00,836,3100, ,45TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"3100   45TH STREET San Diego, California"
182842,2018-04-08 00:08:00,311,3300, ,MURPHY CANYON,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,"3300   MURPHY CANYON ROAD San Diego, California"
182886,2018-04-08 01:27:00,931,5800, ,MIRA MESA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,"5800   MIRA MESA BOULEVARD San Diego, California"
182832,2018-04-08 02:00:00,433,6500, ,IMPERIAL,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,MISDEMEANOR,"6500   IMPERIAL AVENUE San Diego, California"
182880,2018-04-08 02:03:00,721,2000, ,PALM,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,"2000   PALM AVENUE San Diego, California"
182777,2018-04-08 06:00:00,834,4200, ,WIGHTMAN,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"4200   WIGHTMAN STREET San Diego, California"
183039,2018-04-08 11:00:00,444,4300, ,MARKET,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,"4300   MARKET STREET San Diego, California"
182816,2018-04-08 12:00:00,521,600, ,J,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,"600   J STREET San Diego, California"
182895,2018-04-08 12:04:00,432,5400, ,IMPERIAL,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"5400   IMPERIAL AVENUE San Diego, California"
182979,2018-04-08 13:12:00,936,13800, ,CARMEL VALLEY,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,"13800   CARMEL VALLEY ROAD San Diego, California"
183139,2018-04-08 13:40:00,826,4900, ,UNIVERSITY,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR,"4900   UNIVERSITY AVENUE San Diego, California"
182794,2018-04-08 15:05:00,834,3900, ,REDWOOD,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,4,0,,"3900   REDWOOD STREET San Diego, California"
183147,2018-04-08 15:54:00,813,2600, ,UNIVERSITY,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,"2600   UNIVERSITY AVENUE San Diego, California"
182839,2018-04-08 16:52:00,123,1300, ,WEST MISSION BAY,DRIVE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,"1300   WEST MISSION BAY DRIVE San Diego, California"
182784,2018-04-08 17:00:00,624,1900, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"1900   EL CAJON BOULEVARD San Diego, California"
182858,2018-04-08 20:00:00,444,400, ,43RD,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,"400   43RD STREET San Diego, California"
182822,2018-04-08 20:59:00,624,2000, ,MADISON,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"2000   MADISON AVENUE San Diego, California"
183184,2018-04-09 00:06:00,614,2900, ,SUNSET CLIFFS,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,FELONY,"2900   SUNSET CLIFFS BOULEVARD San Diego, California"
182791,2018-04-09 01:20:00,315,1900, ,CAM DEL RIO NORTH, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,"1900   CAM DEL RIO NORTH   San Diego, California"
182855,2018-04-09 02:37:00,432,5400, ,IMPERIAL,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,"5400   IMPERIAL AVENUE San Diego, California"
182838,2018-04-09 07:09:00,114,4500, ,CLAIREMONT MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,3,0,,"4500   CLAIREMONT MESA BOULEVARD San Diego, California"
182875,2018-04-09 09:42:00,835,4300, ,HOME,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,"4300   HOME AVENUE San Diego, California"
182916,2018-04-09 12:34:00,832,4200, ,42ND,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"4200   42ND STREET San Diego, California"
182847,2018-04-09 12:56:00,822,5900, ,UNIVERSITY,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,"5900   UNIVERSITY AVENUE San Diego, California"
182879,2018-04-09 13:34:00,722,2100, ,VALENTINO,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,"2100   VALENTINO STREET San Diego, California"
182854,2018-04-09 15:02:00,446,4700, ,IMPERIAL,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"4700   IMPERIAL AVENUE San Diego, California"
182819,2018-04-09 15:15:00,242,10200, ,BLACK MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"10200   BLACK MTN ROAD San Diego, California"
182820,2018-04-09 15:20:00,115,6200, ,AGEE,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR,"6200   AGEE STREET San Diego, California"
182845,2018-04-09 16:12:00,826,4000, ,54TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,"4000   54TH STREET San Diego, California"
182869,2018-04-09 17:30:00,611,3300, ,CHANNEL,WAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"3300   CHANNEL WAY San Diego, California"
182776,2018-04-09 18:18:00,122,700, ,REED,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,"700   REED AVENUE San Diego, California"
182972,2018-04-09 18:20:00,243,9400, ,ACTIVITY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,"9400   ACTIVITY ROAD San Diego, California"
182840,2018-04-09 19:07:00,114,5100, ,CLAIREMONT MESA,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,"5100   CLAIREMONT MESA BOULEVARD San Diego, California"
182876,2018-04-09 20:40:00,242,10400, ,CAM RUIZ, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,"10400   CAM RUIZ   San Diego, California"
182841,2018-04-09 20:50:00,122,2700, ,MAGNOLIA,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,"2700   MAGNOLIA AVENUE San Diego, California"
183017,2018-04-09 22:20:00,521,400, ,15TH,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,"400   15TH STREET San Diego, California"
183177,2018-04-09 23:15:00,627,4000, ,05TH,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,"4000   05TH AVENUE San Diego, California"
182874,2018-04-10 00:01:00,835,4300, ,HOME,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"4300   HOME AVENUE San Diego, California"
182853,2018-04-10 00:52:00,123,100, ,SEA WORLD,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,"100   SEA WORLD DRIVE San Diego, California"
184314,2018-04-10 06:15:00,721,1700, ,PALM,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR,"1700   PALM AVENUE San Diego, California"
183100,2018-04-10 08:50:00,531,1700, ,PERSHING,DRIVE, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,,"1700   PERSHING DRIVE San Diego, California"
182907,2018-04-10 09:08:00,115,4400, ,EASTGATE,MALL, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,2,0,,"4400   EASTGATE MALL San Diego, California"
182925,2018-04-10 10:41:00,234,17100, ,BERNARDO CENTER,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,"17100   BERNARDO CENTER DRIVE San Diego, California"
182957,2018-04-10 12:00:00,828,3800, ,WINONA,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,"3800   WINONA AVENUE San Diego, California"
182986,2018-04-10 12:05:00,835,4300, ,HOME,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,"4300   HOME AVENUE San Diego, California"
182896,2018-04-10 12:30:00,122,1000, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,"1000   GARNET AVENUE San Diego, California"
182872,2018-04-10 15:00:00,242,8200, ,MIRA MESA,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,"8200   MIRA MESA BOULEVARD San Diego, California"
183405,2018-04-10 15:40:00,446,5000, ,LOGAN,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,"5000   LOGAN AVENUE San Diego, California"
182923,2018-04-10 15:44:00,436,6800, ,IMPERIAL,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,3,0,,"6800   IMPERIAL AVENUE San Diego, California"
182877,2018-04-10 16:06:00,111,7600, ,MESA COLLEGE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"7600   MESA COLLEGE DRIVE San Diego, California"
183010,2018-04-10 17:19:00,622,1100, ,WEST MORENA,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,"1100   WEST MORENA BOULEVARD San Diego, California"
182882,2018-04-10 17:32:00,326,5900, ,MONTEZUMA,ROAD, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,"5900   MONTEZUMA ROAD San Diego, California"
182888,2018-04-10 17:50:00,232,14300, ,CAM DEL NORTE, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,"14300   CAM DEL NORTE   San Diego, California"
182868,2018-04-10 18:35:00,831,4400, ,UNIVERSITY,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,0,0,MISDEMEANOR,"4400   UNIVERSITY AVENUE San Diego, California"
182993,2018-04-10 19:05:00,444,800, ,41ST,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"800   41ST STREET San Diego, California"
182883,2018-04-10 19:44:00,313,4300, ,KEARNY MESA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"4300   KEARNY MESA ROAD San Diego, California"
183260,2018-04-10 19:45:00,242,10200, ,BLACK MTN,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"10200   BLACK MTN ROAD San Diego, California"
182892,2018-04-10 20:00:00,242,10200, ,BLACK MTN,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,"10200   BLACK MTN ROAD San Diego, California"
182947,2018-04-10 20:35:00,233,10000, ,CARMEL MTN,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"10000   CARMEL MTN ROAD San Diego, California"
182891,2018-04-10 23:13:00,121,900, ,WEST MISSION BAY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"900   WEST MISSION BAY DRIVE San Diego, California"
182933,2018-04-11 00:10:00,512,2900, ,COMMERCIAL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,"2900   COMMERCIAL STREET San Diego, California"
183278,2018-04-11 00:25:00,321,10100, ,FRIARS,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,"10100   FRIARS ROAD San Diego, California"
182889,2018-04-11 03:06:00,327,4900, ,CATOCTIN,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"4900   CATOCTIN DRIVE San Diego, California"
182919,2018-04-11 08:10:00,447,2900, ,EUCLID,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"2900   EUCLID AVENUE San Diego, California"
183151,2018-04-11 08:47:00,529,1900, ,02ND,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"1900   02ND AVENUE San Diego, California"
182901,2018-04-11 10:08:00,531,3300, ,PARK,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,"3300   PARK BOULEVARD San Diego, California"
183060,2018-04-11 12:05:00,838,3400, ,UNIVERSITY,AVENUE, , , ,22100A,VC,RIGHT TURNS AT INTERSECTIONS,0,0,,"3400   UNIVERSITY AVENUE San Diego, California"
182926,2018-04-11 12:25:00,313,9800, ,AERO,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,"9800   AERO DRIVE San Diego, California"
182903,2018-04-11 12:39:00,442,1100,S,40TH,STREET, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,"1100 S 40TH STREET San Diego, California"
182934,2018-04-11 13:14:00,311,3300, ,MURPHY CANYON,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"3300   MURPHY CANYON ROAD San Diego, California"
182973,2018-04-11 13:35:00,232,14300, ,CAM DEL NORTE, , , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,"14300   CAM DEL NORTE   San Diego, California"
183006,2018-04-11 13:56:00,441,3400, ,VALLE,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,"3400   VALLE AVENUE San Diego, California"
182890,2018-04-11 14:44:00,313,5800, ,COPLEY,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,"5800   COPLEY DRIVE San Diego, California"
182904,2018-04-11 14:46:00,111,, ,CLAIREMONT MESA,BOULEVARD, ,GENESEE,AVENUE,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,"   CLAIREMONT MESA BOULEVARD San Diego, California"
182939,2018-04-11 17:43:00,112,4900, ,BALBOA,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,"4900   BALBOA AVENUE San Diego, California"
182946,2018-04-11 17:45:00,243,7000, ,MIRAMAR,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"7000   MIRAMAR ROAD San Diego, California"
182958,2018-04-11 18:00:00,723,3100, ,IRIS,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"3100   IRIS AVENUE San Diego, California"
182902,2018-04-11 18:43:00,826,5200, ,ORANGE,AVENUE, , , ,82.22,MC,STOP UPON EMERGING FROM ALLEY/PRIVATE DRIVEWAY,1,0,,"5200   ORANGE AVENUE San Diego, California"
182977,2018-04-11 19:16:00,123,400, ,SEA WORLD,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,"400   SEA WORLD DRIVE San Diego, California"
183040,2018-04-11 19:31:00,442,4200, ,KEELER,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,"4200   KEELER AVENUE San Diego, California"
182930,2018-04-11 21:41:00,611,3500, ,SPORTS ARENA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,"3500   SPORTS ARENA BOULEVARD San Diego, California"
183279,2018-04-11 22:15:00,627,4000, ,BRANT,STREET, , , ,23152A,VC,DUI ALCOHOL,0,0,MISDEMEANOR,"4000   BRANT STREET San Diego, California"
183285,2018-04-11 23:00:00,612,2900, ,ROSECRANS,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"2900   ROSECRANS STREET San Diego, California"
182898,2018-04-11 23:50:00,813,2600, ,EL CAJON,BOULEVARD, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,,"2600   EL CAJON BOULEVARD San Diego, California"
183092,2018-04-12 00:01:00,315,1600, ,CAM DE LA REINA, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"1600   CAM DE LA REINA   San Diego, California"
182914,2018-04-12 00:01:00,313,5800, ,COPLEY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"5800   COPLEY DRIVE San Diego, California"
182999,2018-04-12 08:45:00,122,1900, ,GRAND,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"1900   GRAND AVENUE San Diego, California"
183038,2018-04-12 09:45:00,441,900,S,36TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,"900 S 36TH STREET San Diego, California"
182998,2018-04-12 11:00:00,451,3400, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,"3400   COLLEGE AVENUE San Diego, California"
182938,2018-04-12 11:36:00,122,4800, ,SOLEDAD MTN,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,"4800   SOLEDAD MTN ROAD San Diego, California"
182984,2018-04-12 12:10:00,821,6300, ,UNIVERSITY,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,"6300   UNIVERSITY AVENUE San Diego, California"
183284,2018-04-12 12:55:00,234,13000, ,PASEO LUCIDO, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"13000   PASEO LUCIDO   San Diego, California"
182945,2018-04-12 13:00:00,233,12800, ,RANCHO PENASQUITOS,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"12800   RANCHO PENASQUITOS BOULEVARD San Diego, California"
182940,2018-04-12 13:30:00,124,700, ,PEARL,STREET, , , ,22517,VC,OPENING AND CLOSING DOORS,1,0,,"700   PEARL STREET San Diego, California"
183102,2018-04-12 13:45:00,611,2700, ,MIDWAY,DRIVE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,3,0,,"2700   MIDWAY DRIVE San Diego, California"
183837,2018-04-12 14:46:00,511,3600, ,MAIN,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,"3600   MAIN STREET San Diego, California"
182936,2018-04-12 14:51:00,825,4300, ,EL CAJON,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,"4300   EL CAJON BOULEVARD San Diego, California"
182912,2018-04-12 15:20:00,524,1200, ,03RD,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,"1200   03RD AVENUE San Diego, California"
183103,2018-04-12 15:38:00,124,7800, ,FAY,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,"7800   FAY AVENUE San Diego, California"
182928,2018-04-12 16:34:00,445,4900, ,HILLTOP,DRIVE, , , ,22106,VC,DURATION OF SIGNAL,0,0,,"4900   HILLTOP DRIVE San Diego, California"
182988,2018-04-12 16:45:00,722,2100, ,CORONADO,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,,"2100   CORONADO AVENUE San Diego, California"
182918,2018-04-12 17:05:00,821,4600, ,63RD,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,"4600   63RD STREET San Diego, California"
182917,2018-04-12 18:00:00,321,6300, ,RIVERDALE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,"6300   RIVERDALE STREET San Diego, California"
183012,2018-04-12 19:44:00,523,600, ,05TH,AVENUE, , , ,21235(A),VC,OPERATE MOTORIZED SCOOTER WITHOUT ADEQUATE BRAKES,1,0,MISDEMEANOR,"600   05TH AVENUE San Diego, California"
182966,2018-04-12 23:06:00,723,4300, ,PALM,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR,"4300   PALM AVENUE San Diego, California"
182962,2018-04-13 00:00:00,124,8600, ,VILLA LA JOLLA,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,"8600   VILLA LA JOLLA DRIVE San Diego, California"
183750,2018-04-13 00:01:00,312,11200, ,TIERRASANTA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,"11200   TIERRASANTA BOULEVARD San Diego, California"
182931,2018-04-13 00:20:00,934,3500, ,VALLEY CENTRE,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,"3500   VALLEY CENTRE DRIVE San Diego, California"
182935,2018-04-13 01:27:00,832,4100, ,MARLBOROUGH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,"4100   MARLBOROUGH AVENUE San Diego, California"
19200870,2018-04-13 01:30:00,822,3900, ,54TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,"3900   54TH STREET San Diego, California"
183108,2018-04-13 06:00:00,529,300,W,IVY,STREET, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,"300 W IVY STREET San Diego, California"
